tap_number,date_time,beer,brewer,style,keg_cost,glass_price
4,Fri Jul 10 2015 00:58:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Jul 10 2015 14:05:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Jul 10 2015 19:28:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Jul 10 2015 21:37:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Fri Jul 10 2015 21:37:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Fri Jul 10 2015 22:13:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Sat Jul 11 2015 00:45:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Sat Jul 11 2015 21:05:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Sun Jul 12 2015 23:55:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Mon Jul 13 2015 23:03:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Tue Jul 14 2015 20:00:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Wed Jul 15 2015 14:38:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Wed Jul 15 2015 23:32:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Thu Jul 16 2015 18:33:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
6,Thu Jul 16 2015 19:12:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Jul 16 2015 21:37:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Thu Jul 16 2015 22:09:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Fri Jul 17 2015 16:05:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Jul 17 2015 18:47:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Fri Jul 17 2015 19:11:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Fri Jul 17 2015 19:12:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Fri Jul 17 2015 22:38:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Sat Jul 18 2015 00:17:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Sat Jul 18 2015 21:25:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Sun Jul 19 2015 18:49:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Mon Jul 20 2015 19:44:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Mon Jul 20 2015 20:55:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Tue Jul 21 2015 19:04:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Tue Jul 21 2015 19:41:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Tue Jul 21 2015 20:24:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Wed Jul 22 2015 18:42:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Wed Jul 22 2015 22:22:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Wed Jul 22 2015 23:19:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Thu Jul 23 2015 19:54:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Jul 23 2015 20:32:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Jul 23 2015 22:35:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Jul 23 2015 23:34:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Fri Jul 24 2015 18:36:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Jul 24 2015 19:08:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Fri Jul 24 2015 19:32:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Fri Jul 24 2015 22:36:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Sat Jul 25 2015 20:47:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
5,Sat Jul 25 2015 23:29:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Mon Jul 27 2015 17:00:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Mon Jul 27 2015 20:44:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Mon Jul 27 2015 21:30:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Tue Jul 28 2015 19:55:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Wed Jul 29 2015 15:12:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Wed Jul 29 2015 19:25:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Jul 30 2015 17:39:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
5,Thu Jul 30 2015 19:45:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Thu Jul 30 2015 20:49:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Thu Jul 30 2015 23:47:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
3,Thu Jul 30 2015 23:57:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Fri Jul 31 2015 00:12:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri Jul 31 2015 19:07:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Jul 31 2015 21:00:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Fri Jul 31 2015 22:18:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Sat Aug 01 2015 00:06:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Sat Aug 01 2015 00:37:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Sun Aug 02 2015 20:33:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Sun Aug 02 2015 20:49:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
3,Sun Aug 02 2015 22:34:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Mon Aug 03 2015 23:05:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Tue Aug 04 2015 17:06:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Tue Aug 04 2015 17:29:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Wed Aug 05 2015 16:37:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Thu Aug 06 2015 00:33:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Aug 06 2015 16:16:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Thu Aug 06 2015 19:36:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Aug 06 2015 19:48:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Thu Aug 06 2015 20:50:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Aug 06 2015 22:11:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Aug 07 2015 13:08:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Fri Aug 07 2015 18:32:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Fri Aug 07 2015 20:32:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Fri Aug 07 2015 21:28:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Sat Aug 08 2015 00:07:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
4,Sat Aug 08 2015 14:28:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Sat Aug 08 2015 20:58:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Sun Aug 09 2015 20:36:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Mon Aug 10 2015 15:13:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
3,Mon Aug 10 2015 21:31:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Tue Aug 11 2015 17:54:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Wed Aug 12 2015 19:15:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
5,Wed Aug 12 2015 19:21:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Thu Aug 13 2015 00:46:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Thu Aug 13 2015 19:34:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
5,Thu Aug 13 2015 19:46:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Thu Aug 13 2015 20:33:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Thu Aug 13 2015 23:44:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Fri Aug 14 2015 13:48:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Fri Aug 14 2015 16:42:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Fri Aug 14 2015 20:26:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
3,Fri Aug 14 2015 21:08:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Fri Aug 14 2015 22:23:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Fri Aug 14 2015 22:40:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
5,Sat Aug 15 2015 00:52:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Sat Aug 15 2015 23:36:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Sun Aug 16 2015 21:43:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Mon Aug 17 2015 16:11:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Tue Aug 18 2015 00:07:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Tue Aug 18 2015 20:30:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Tue Aug 18 2015 23:27:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Tue Aug 18 2015 23:50:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Wed Aug 19 2015 23:48:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Thu Aug 20 2015 16:23:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Aug 20 2015 18:48:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Thu Aug 20 2015 20:20:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Thu Aug 20 2015 21:21:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Aug 20 2015 23:43:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Fri Aug 21 2015 15:07:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Fri Aug 21 2015 19:39:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
6,Fri Aug 21 2015 20:23:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Fri Aug 21 2015 22:46:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Sat Aug 22 2015 16:58:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
4,Sat Aug 22 2015 20:55:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Sun Aug 23 2015 18:55:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Mon Aug 24 2015 18:51:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Tue Aug 25 2015 17:49:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Tue Aug 25 2015 18:33:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Wed Aug 26 2015 20:14:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
5,Wed Aug 26 2015 20:27:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Thu Aug 27 2015 13:30:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
5,Thu Aug 27 2015 19:36:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Aug 27 2015 20:04:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Aug 27 2015 20:58:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Aug 27 2015 22:47:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Aug 28 2015 17:51:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Fri Aug 28 2015 18:36:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Aug 28 2015 21:13:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Fri Aug 28 2015 22:18:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Sat Aug 29 2015 18:58:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Sat Aug 29 2015 20:04:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Sun Aug 30 2015 21:06:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Sun Aug 30 2015 21:27:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Sun Aug 30 2015 21:49:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Mon Aug 31 2015 21:09:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Tue Sep 01 2015 17:29:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Tue Sep 01 2015 23:03:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Wed Sep 02 2015 19:37:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Thu Sep 03 2015 00:43:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Sep 03 2015 17:43:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Sep 03 2015 20:51:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Thu Sep 03 2015 21:45:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Fri Sep 04 2015 14:15:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Sep 04 2015 14:49:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Fri Sep 04 2015 17:47:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Sep 04 2015 18:20:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
5,Fri Sep 04 2015 20:15:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
6,Fri Sep 04 2015 22:10:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Sat Sep 05 2015 00:56:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
6,Sat Sep 05 2015 19:21:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Sun Sep 06 2015 18:16:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Sun Sep 06 2015 22:05:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Mon Sep 07 2015 17:53:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Tue Sep 08 2015 18:58:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Tue Sep 08 2015 21:33:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
6,Wed Sep 09 2015 20:33:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
4,Wed Sep 09 2015 23:40:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
4,Thu Sep 10 2015 19:13:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Thu Sep 10 2015 20:04:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Thu Sep 10 2015 22:23:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Thu Sep 10 2015 23:55:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Sep 11 2015 16:38:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
4,Fri Sep 11 2015 19:21:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
6,Fri Sep 11 2015 19:55:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Fri Sep 11 2015 21:54:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Fri Sep 11 2015 23:16:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
3,Sat Sep 12 2015 00:14:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Sun Sep 13 2015 14:48:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
5,Sun Sep 13 2015 20:02:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Mon Sep 14 2015 17:33:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Mon Sep 14 2015 21:18:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
5,Tue Sep 15 2015 00:56:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
3,Tue Sep 15 2015 22:48:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
6,Wed Sep 16 2015 19:15:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
3,Wed Sep 16 2015 23:49:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Thu Sep 17 2015 17:47:00 GMT-0600 (MDT),Long Slumber,Lazy Day LLC,Stout,87.49,4.5
4,Thu Sep 17 2015 18:40:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Thu Sep 17 2015 21:36:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Thu Sep 17 2015 22:33:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Fri Sep 18 2015 16:25:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Fri Sep 18 2015 17:35:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Fri Sep 18 2015 18:18:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Fri Sep 18 2015 21:32:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Fri Sep 18 2015 21:47:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
6,Sat Sep 19 2015 18:07:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Sat Sep 19 2015 20:03:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Sun Sep 20 2015 18:57:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
6,Sun Sep 20 2015 19:25:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
3,Mon Sep 21 2015 21:17:00 GMT-0600 (MDT),Peaceful Dream Red,Lazy Day LLC,Amber,80.00,3.75
4,Mon Sep 21 2015 22:46:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Tue Sep 22 2015 22:45:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Wed Sep 23 2015 19:01:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
4,Wed Sep 23 2015 19:40:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Thu Sep 24 2015 17:27:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
6,Thu Sep 24 2015 17:56:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
4,Thu Sep 24 2015 20:07:00 GMT-0600 (MDT),Thin Air Wheat,Mile High Beer,Wheat,71.76,3.5
6,Thu Sep 24 2015 21:17:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
6,Fri Sep 25 2015 14:50:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
4,Fri Sep 25 2015 19:20:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
6,Fri Sep 25 2015 20:16:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
3,Fri Sep 25 2015 20:55:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Sep 25 2015 22:48:00 GMT-0600 (MDT),Sunset Red,Mile High Beer,Amber,76.44,3.75
3,Sat Sep 26 2015 17:53:00 GMT-0600 (MDT),Ski Traffic IPA,Mile High Beer,IPA,78.96,3.5
4,Sat Sep 26 2015 21:13:00 GMT-0600 (MDT),Gone Fishing IPA,Lazy Day LLC,IPA,78.34,3.5
3,Mon Sep 28 2015 00:38:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
4,Mon Sep 28 2015 18:17:00 GMT-0600 (MDT),Slow Stroll,Lazy Day LLC,Wheat,70.63,3.5
3,Tue Sep 29 2015 19:44:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
4,Tue Sep 29 2015 23:12:00 GMT-0600 (MDT),City Center IPA,Downtown Brewers,IPA,81.28,3.5
3,Wed Sep 30 2015 19:25:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
4,Thu Oct 01 2015 16:08:00 GMT-0600 (MDT),Posers,ABC Brewery,Light Lager,49.05,3
3,Thu Oct 01 2015 18:58:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
6,Thu Oct 01 2015 19:44:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
5,Thu Oct 01 2015 21:03:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
4,Thu Oct 01 2015 21:59:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Fri Oct 02 2015 00:50:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
4,Fri Oct 02 2015 18:02:00 GMT-0600 (MDT),Sour Divide,Mile High Beer,Sour,108.80,5
5,Fri Oct 02 2015 18:30:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
5,Fri Oct 02 2015 20:49:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
3,Sat Oct 03 2015 00:15:00 GMT-0600 (MDT),Stout Street,Downtown Brewers,Stout,88.81,4.5
5,Sat Oct 03 2015 18:37:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Sat Oct 03 2015 23:32:00 GMT-0600 (MDT),Splatz Light,Big Beer Corp,Low Calorie Lager,50.14,3
5,Mon Oct 05 2015 00:37:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
6,Mon Oct 05 2015 19:08:00 GMT-0600 (MDT),Posers Light,ABC Brewery,Low Calorie Lager,50.88,3
3,Tue Oct 06 2015 20:12:00 GMT-0600 (MDT),Rasberry Pie,Mile High Beer,Fruit,67.05,3.75
6,Tue Oct 06 2015 20:43:00 GMT-0600 (MDT),Splatz,Big Beer Corp,Light Lager,51.20,3
5,Tue Oct 06 2015 21:17:00 GMT-0600 (MDT),Red Line,Downtown Brewers,Amber,76.50,3.75
